rank,hex_id,lat,lon,resolution,divipola_code,municipality,department,wind_speed,slope,dist_to_grid,dist_to_roads,land_use,protected_area,conflict_risk,wind_speed_norm,slope_norm,dist_to_grid_norm,dist_to_roads_norm,land_use_norm,protected_area_norm,conflict_risk_norm,suitability_score
120,87662204cffffff,10.9087,-74.4756,7,47570,Puebloviejo,Magdalena,7.9600,14.7700,81.3000,75.0000,0.2150,0.4840,0.0000,0.8753,0.4006,0.6748,0.5000,0.2785,0.5160,1.0000,0.5416
121,876622ac6ffffff,10.9102,-74.2607,7,47570,Puebloviejo,Magdalena,8.2200,13.1600,98.2000,95.6000,0.2340,0.8050,0.0000,0.9106,0.4659,0.6072,0.3627,0.3031,0.1950,1.0000,0.5408
122,876622341ffffff,10.7402,-74.2376,7,47980,Zona Bananera,Magdalena,8.0300,12.9300,97.8000,90.3000,0.2120,0.7110,0.0000,0.8848,0.4752,0.6088,0.3980,0.2746,0.2890,1.0000,0.5405
123,876622208ffffff,10.6531,-74.3629,7,47268,El Ret�N,Magdalena,7.9500,13.3000,77.9000,76.8000,0.2010,0.4680,0.0230,0.8740,0.4602,0.6884,0.4880,0.2604,0.5320,0.9753,0.5404
124,8766222eeffffff,10.5705,-74.3706,7,47268,El Ret�N,Magdalena,7.7800,12.8200,71.9000,68.0000,0.1360,0.3680,0.0000,0.8509,0.4797,0.7124,0.5467,0.1762,0.6320,1.0000,0.5404
125,876622223ffffff,10.7280,-74.3754,7,47268,El Ret�N,Magdalena,8.5200,12.2800,88.0000,74.9000,0.1650,0.5340,0.0090,0.9512,0.5016,0.6480,0.5007,0.2137,0.4660,0.9903,0.5400
126,876622388ffffff,10.7439,-74.4911,7,47605,Remolino,Magdalena,8.0500,14.2200,75.1000,65.2000,0.2320,0.3630,0.0360,0.8875,0.4229,0.6996,0.5653,0.3005,0.6370,0.9613,0.5397
127,876622073ffffff,10.9605,-74.5488,7,8758,Soledad,Atl�Ntico,8.0400,13.1800,83.0000,75.0000,0.2290,0.4060,0.0390,0.8862,0.4651,0.6680,0.5000,0.2966,0.5940,0.9581,0.5397
128,87662239bffffff,10.7210,-74.5519,7,47605,Remolino,Magdalena,8.2200,12.3300,62.2000,57.4000,0.1320,0.3010,0.0260,0.9106,0.4996,0.7512,0.6173,0.1710,0.6990,0.9720,0.5397
129,87662225effffff,10.5729,-74.3118,7,47268,El Ret�N,Magdalena,7.9400,11.9900,78.4000,77.2000,0.1490,0.4020,0.0130,0.8726,0.5134,0.6864,0.4853,0.1930,0.5980,0.9860,0.5395
130,87662221dffffff,10.6584,-74.4014,7,47268,El Ret�N,Magdalena,8.1400,13.1100,65.1000,68.3000,0.1590,0.3980,0.0210,0.8997,0.4679,0.7396,0.5447,0.2060,0.6020,0.9774,0.5394
131,8766222c6ffffff,10.5682,-74.4294,7,47268,El Ret�N,Magdalena,7.8700,14.0800,70.6000,67.6000,0.1560,0.3020,0.0000,0.8631,0.4286,0.7176,0.5493,0.2021,0.6980,1.0000,0.5393
132,876622ad8ffffff,10.8485,-74.2665,7,47570,Puebloviejo,Magdalena,8.2900,13.5500,95.6000,96.7000,0.2410,0.7920,0.0000,0.9201,0.4501,0.6176,0.3553,0.3122,0.2080,1.0000,0.5391
133,876622a0affffff,10.9871,-74.2145,7,47189,Ci�Naga,Magdalena,8.1100,12.1700,104.5000,98.4000,0.2330,0.9140,0.0030,0.8957,0.5061,0.5820,0.3440,0.3018,0.0860,0.9968,0.5389
134,8766222e6ffffff,10.6171,-74.4053,7,47268,El Ret�N,Magdalena,7.9400,13.7200,74.2000,68.1000,0.1700,0.3440,0.0100,0.8726,0.4432,0.7032,0.5460,0.2202,0.6560,0.9892,0.5384
135,876622255ffffff,10.6142,-74.3079,7,47268,El Ret�N,Magdalena,7.8000,14.1700,90.6000,75.3000,0.2320,0.4640,0.0090,0.8537,0.4249,0.6376,0.4980,0.3005,0.5360,0.9903,0.5383
136,876622ab5ffffff,11.0419,-74.3849,7,47570,Puebloviejo,Magdalena,8.4100,13.5200,102.6000,91.8000,0.2320,0.6030,0.0000,0.9363,0.4513,0.5896,0.3880,0.3005,0.3970,1.0000,0.5381
137,87662216bffffff,11.0602,-74.4418,7,47570,Puebloviejo,Magdalena,7.9300,14.3200,108.2000,81.0000,0.2950,0.5520,0.0010,0.8713,0.4188,0.5672,0.4600,0.3821,0.4480,0.9989,0.5380
138,8766235b6ffffff,10.5239,-74.3359,7,47268,El Ret�N,Magdalena,7.8900,14.3600,73.4000,71.9000,0.1700,0.3290,0.0000,0.8659,0.4172,0.7064,0.5207,0.2202,0.6710,1.0000,0.5380
139,87662225dffffff,10.5675,-74.2732,7,47268,El Ret�N,Magdalena,8.0100,13.9400,83.3000,81.7000,0.1880,0.4420,0.0000,0.8821,0.4343,0.6668,0.4553,0.2435,0.5580,1.0000,0.5379
140,876622a8affffff,10.9339,-74.3561,7,47570,Puebloviejo,Magdalena,8.2400,11.6200,87.2000,80.9000,0.1720,0.6440,0.0210,0.9133,0.5284,0.6512,0.4607,0.2228,0.3560,0.9774,0.5379
141,876622314ffffff,10.8622,-74.4409,7,47570,Puebloviejo,Magdalena,7.9900,13.8100,84.1000,74.0000,0.1960,0.4910,0.0060,0.8794,0.4395,0.6636,0.5067,0.2539,0.5090,0.9935,0.5370
142,876622ab3ffffff,11.0138,-74.4071,7,47570,Puebloviejo,Magdalena,8.3100,13.5000,86.6000,78.9000,0.2400,0.6050,0.0300,0.9228,0.4521,0.6536,0.4740,0.3109,0.3950,0.9677,0.5370
143,87662225bffffff,10.5392,-74.2954,7,47268,El Ret�N,Magdalena,8.2700,13.1900,80.4000,76.4000,0.1520,0.4140,0.0000,0.9173,0.4647,0.6784,0.4907,0.1969,0.5860,1.0000,0.5369
144,876622a86ffffff,11.0009,-74.3888,7,47570,Puebloviejo,Magdalena,8.6200,14.0500,88.7000,84.1000,0.2060,0.6140,0.0000,0.9648,0.4298,0.6452,0.4393,0.2668,0.3860,1.0000,0.5364
145,876622068ffffff,10.9369,-74.4534,7,47570,Puebloviejo,Magdalena,7.9900,12.6900,77.0000,77.7000,0.1700,0.5030,0.0180,0.8794,0.4850,0.6920,0.4820,0.2202,0.4970,0.9806,0.5364
146,876622204ffffff,10.7203,-74.3956,7,47268,El Ret�N,Magdalena,7.9700,13.1900,71.0000,70.3000,0.1740,0.4740,0.0230,0.8767,0.4647,0.7160,0.5313,0.2254,0.5260,0.9753,0.5359
147,876622071ffffff,10.9681,-74.5286,7,47570,Puebloviejo,Magdalena,7.9000,13.6300,75.1000,78.2000,0.2100,0.4380,0.0290,0.8672,0.4468,0.6996,0.4787,0.2720,0.5620,0.9688,0.5357
148,87662235affffff,10.6967,-74.3002,7,47268,El Ret�N,Magdalena,8.2700,13.2300,81.3000,80.7000,0.2170,0.5390,0.0320,0.9173,0.4631,0.6748,0.4620,0.2811,0.4610,0.9656,0.5357
149,8766235b0ffffff,10.5109,-74.3175,7,47268,El Ret�N,Magdalena,7.9500,14.5600,74.2000,79.1000,0.1780,0.3350,0.0000,0.8740,0.4091,0.7032,0.4727,0.2306,0.6650,1.0000,0.5355
150,87662235effffff,10.7173,-74.2983,7,47268,El Ret�N,Magdalena,7.8400,12.6900,82.9000,81.8000,0.1710,0.5650,0.0040,0.8591,0.4850,0.6684,0.4547,0.2215,0.4350,0.9957,0.5355
151,876622a9effffff,10.9521,-74.4129,7,47570,Puebloviejo,Magdalena,8.5000,13.0400,91.9000,75.5000,0.1680,0.5730,0.0000,0.9485,0.4708,0.6324,0.4967,0.2176,0.4270,1.0000,0.5351
152,876622215ffffff,10.7050,-74.4361,7,47268,El Ret�N,Magdalena,8.0000,13.4400,71.6000,66.9000,0.1820,0.3970,0.0300,0.8808,0.4545,0.7136,0.5540,0.2358,0.6030,0.9677,0.5343
153,87662228cffffff,10.6201,-74.5028,7,47551,Pivijay,Magdalena,7.5900,13.3500,51.5000,58.5000,0.1460,0.3280,0.0230,0.8252,0.4582,0.7940,0.6100,0.1891,0.6720,0.9753,0.5342
154,8766223a0ffffff,10.8393,-74.5017,7,47745,Sitionuevo,Magdalena,8.4600,13.5800,71.5000,68.1000,0.2170,0.4230,0.0470,0.9431,0.4489,0.7140,0.5460,0.2811,0.5770,0.9495,0.5338
155,876622300ffffff,10.8440,-74.3840,7,47570,Puebloviejo,Magdalena,8.2900,13.0800,81.1000,81.1000,0.1590,0.6050,0.0000,0.9201,0.4692,0.6756,0.4593,0.2060,0.3950,1.0000,0.5337
156,876622225ffffff,10.7562,-74.3532,7,47268,El Ret�N,Magdalena,8.5200,13.4400,92.1000,75.4000,0.1760,0.5550,0.0000,0.9512,0.4545,0.6316,0.4973,0.2280,0.4450,1.0000,0.5336
157,87662238bffffff,10.7233,-74.4930,7,47605,Remolino,Magdalena,7.9700,12.6700,62.1000,64.2000,0.1510,0.3850,0.0320,0.8767,0.4858,0.7516,0.5720,0.1956,0.6150,0.9656,0.5336
158,876622054ffffff,10.9529,-74.5691,7,8758,Soledad,Atl�Ntico,8.1800,13.1300,81.7000,70.0000,0.3060,0.3680,0.0760,0.9051,0.4671,0.6732,0.5333,0.3964,0.6320,0.9183,0.5335
159,87662216dffffff,11.0883,-74.4196,7,47570,Puebloviejo,Magdalena,8.2400,12.7800,107.0000,87.3000,0.1970,0.5540,0.0000,0.9133,0.4813,0.5720,0.4180,0.2552,0.4460,1.0000,0.5335
160,876622213ffffff,10.6767,-74.4583,7,47268,El Ret�N,Magdalena,7.9900,12.9400,75.2000,69.0000,0.1310,0.3750,0.0000,0.8794,0.4748,0.6992,0.5400,0.1697,0.6250,1.0000,0.5333
161,876622a12ffffff,11.0313,-74.3079,7,47570,Puebloviejo,Magdalena,8.4600,12.3100,97.4000,94.9000,0.1840,0.7790,0.0000,0.9431,0.5004,0.6104,0.3673,0.2383,0.2210,1.0000,0.5330
162,876622150ffffff,11.0762,-74.5574,7,8001,Barranquilla,Atl�Ntico,8.2000,12.2300,84.3000,74.7000,0.1560,0.4000,0.0210,0.9079,0.5037,0.6628,0.5020,0.2021,0.6000,0.9774,0.5327
163,876622a96ffffff,10.9986,-74.4476,7,47570,Puebloviejo,Magdalena,8.1200,13.2300,92.9000,86.8000,0.2450,0.5440,0.0310,0.8970,0.4631,0.6284,0.4213,0.3174,0.4560,0.9667,0.5323
164,876622048ffffff,10.8881,-74.4775,7,47570,Puebloviejo,Magdalena,8.3500,12.7700,80.0000,74.6000,0.1440,0.4560,0.0010,0.9282,0.4817,0.6800,0.5027,0.1865,0.5440,0.9989,0.5320
165,8766220edffffff,10.8911,-74.5749,7,47745,Sitionuevo,Magdalena,7.9600,12.8100,71.3000,66.5000,0.1630,0.3210,0.0350,0.8753,0.4801,0.7148,0.5567,0.2111,0.6790,0.9624,0.5320
166,876622251ffffff,10.5935,-74.3098,7,47268,El Ret�N,Magdalena,8.2600,14.1000,77.3000,80.5000,0.1700,0.4580,0.0000,0.9160,0.4278,0.6908,0.4633,0.2202,0.5420,1.0000,0.5316
167,87662215effffff,11.0427,-74.5411,7,47570,Puebloviejo,Magdalena,8.0600,13.9400,92.4000,71.2000,0.1780,0.4080,0.0000,0.8889,0.4343,0.6304,0.5253,0.2306,0.5920,1.0000,0.5313
168,876622ab0ffffff,11.0343,-74.4052,7,47570,Puebloviejo,Magdalena,8.0900,11.8800,94.6000,86.2000,0.2080,0.5960,0.0350,0.8930,0.5179,0.6216,0.4253,0.2694,0.4040,0.9624,0.5310
169,876622009ffffff,10.9658,-74.5874,7,8758,Soledad,Atl�Ntico,8.4000,12.0300,81.1000,65.4000,0.1840,0.3310,0.0550,0.9350,0.5118,0.6756,0.5640,0.2383,0.6690,0.9409,0.5309
170,876622250ffffff,10.6065,-74.3281,7,47268,El Ret�N,Magdalena,7.9200,13.1400,79.1000,74.8000,0.1430,0.4030,0.0000,0.8699,0.4667,0.6836,0.5013,0.1852,0.5970,1.0000,0.5309
171,8766222e1ffffff,10.5912,-74.3687,7,47268,El Ret�N,Magdalena,8.0100,12.7200,78.3000,72.0000,0.1270,0.3520,0.0000,0.8821,0.4838,0.6868,0.5200,0.1645,0.6480,1.0000,0.5308
172,876622a81ffffff,10.9750,-74.3522,7,47570,Puebloviejo,Magdalena,8.1300,12.9800,100.4000,87.9000,0.1960,0.7240,0.0000,0.8984,0.4732,0.5984,0.4140,0.2539,0.2760,1.0000,0.5308
173,876622af4ffffff,10.9643,-74.2752,7,47570,Puebloviejo,Magdalena,8.2000,12.1200,94.6000,92.0000,0.1700,0.8380,0.0000,0.9079,0.5081,0.6216,0.3867,0.2202,0.1620,1.0000,0.5304
174,876622360ffffff,10.8020,-74.2318,7,47980,Zona Bananera,Magdalena,8.1200,12.7300,99.0000,88.8000,0.2000,0.7440,0.0030,0.8970,0.4834,0.6040,0.4080,0.2591,0.2560,0.9968,0.5301
175,876623cb4ffffff,10.7296,-74.1605,7,47980,Zona Bananera,Magdalena,7.6700,12.4700,103.0000,95.7000,0.2290,0.7830,0.0070,0.8360,0.4939,0.5880,0.3620,0.2966,0.2170,0.9925,0.5301
176,876622369ffffff,10.7425,-74.1788,7,47980,Zona Bananera,Magdalena,7.3600,13.3100,86.3000,93.4000,0.2030,0.7080,0.0000,0.7940,0.4598,0.6548,0.3773,0.2630,0.2920,1.0000,0.5291
177,876622200ffffff,10.6997,-74.3976,7,47268,El Ret�N,Magdalena,7.7400,14.0900,74.6000,72.8000,0.1630,0.4490,0.0000,0.8455,0.4282,0.7016,0.5147,0.2111,0.5510,1.0000,0.5290
178,876622a91ffffff,10.9727,-74.4110,7,47570,Puebloviejo,Magdalena,8.6300,12.7200,96.5000,85.6000,0.1960,0.6350,0.0160,0.9661,0.4838,0.6140,0.4293,0.2539,0.3650,0.9828,0.5286
179,876622a83ffffff,10.9674,-74.3724,7,47570,Puebloviejo,Magdalena,8.3700,12.3700,95.9000,85.7000,0.1600,0.6490,0.0000,0.9309,0.4980,0.6164,0.4287,0.2073,0.3510,1.0000,0.5282
180,876622062ffffff,10.9757,-74.5083,7,47570,Puebloviejo,Magdalena,8.1600,11.7700,78.9000,74.6000,0.1310,0.4530,0.0150,0.9024,0.5223,0.6844,0.5027,0.1697,0.5470,0.9839,0.5280
181,876622acbffffff,10.8302,-74.2097,7,47980,Zona Bananera,Magdalena,8.1500,13.3500,97.7000,100.2000,0.2390,0.8370,0.0030,0.9011,0.4582,0.6092,0.3320,0.3096,0.1630,0.9968,0.5279
182,876622af3ffffff,10.9232,-74.2790,7,47570,Puebloviejo,Magdalena,8.0200,14.4700,96.4000,87.1000,0.2410,0.7820,0.0000,0.8835,0.4127,0.6144,0.4193,0.3122,0.2180,1.0000,0.5278
183,8766222e3ffffff,10.5835,-74.3889,7,47268,El Ret�N,Magdalena,7.4100,12.7500,72.0000,68.7000,0.1540,0.3330,0.0240,0.8008,0.4825,0.7120,0.5420,0.1995,0.6670,0.9742,0.5276
184,8766222a0ffffff,10.6950,-74.5153,7,47605,Remolino,Magdalena,8.0500,11.0500,74.5000,64.5000,0.1640,0.3070,0.0640,0.8875,0.5515,0.7020,0.5700,0.2124,0.6930,0.9312,0.5274
185,876622218ffffff,10.6508,-74.4217,7,47268,El Ret�N,Magdalena,8.1700,11.5800,67.5000,68.5000,0.1330,0.3680,0.0380,0.9038,0.5300,0.7300,0.5433,0.1723,0.6320,0.9591,0.5270
186,876622044ffffff,10.9552,-74.5103,7,47570,Puebloviejo,Magdalena,8.3200,13.2000,88.5000,70.5000,0.2160,0.4400,0.0430,0.9241,0.4643,0.6460,0.5300,0.2798,0.5600,0.9538,0.5270
187,876622141ffffff,11.0655,-74.4803,7,47570,Puebloviejo,Magdalena,8.0000,11.6800,91.7000,81.3000,0.1320,0.5000,0.0000,0.8808,0.5260,0.6332,0.4580,0.1710,0.5000,1.0000,0.5267
188,87662231bffffff,10.7745,-74.4101,7,47268,El Ret�N,Magdalena,8.2100,12.8500,77.2000,72.0000,0.1300,0.5190,0.0000,0.9092,0.4785,0.6912,0.5200,0.1684,0.4810,1.0000,0.5265
189,87662215bffffff,11.0092,-74.5247,7,47570,Puebloviejo,Magdalena,8.5200,13.0000,86.4000,74.3000,0.1680,0.4440,0.0210,0.9512,0.4724,0.6544,0.5047,0.2176,0.5560,0.9774,0.5258
190,876622313ffffff,10.8211,-74.4448,7,47570,Puebloviejo,Magdalena,8.4600,13.0100,88.2000,76.5000,0.1450,0.4810,0.0000,0.9431,0.4720,0.6472,0.4900,0.1878,0.5190,1.0000,0.5256
191,876622205ffffff,10.7074,-74.3773,7,47268,El Ret�N,Magdalena,7.9400,14.6000,74.8000,73.3000,0.1700,0.4860,0.0000,0.8726,0.4075,0.7008,0.5113,0.2202,0.5140,1.0000,0.5255
192,876622a80ffffff,10.9879,-74.3705,7,47570,Puebloviejo,Magdalena,8.0600,13.4000,91.3000,88.8000,0.2300,0.7020,0.0240,0.8889,0.4562,0.6348,0.4080,0.2979,0.2980,0.9742,0.5254
193,876622209ffffff,10.6401,-74.3445,7,47268,El Ret�N,Magdalena,7.3000,13.7700,82.5000,75.5000,0.1740,0.4700,0.0000,0.7859,0.4412,0.6700,0.4967,0.2254,0.5300,1.0000,0.5253
194,876622305ffffff,10.8516,-74.3638,7,47570,Puebloviejo,Magdalena,7.6300,13.2800,89.4000,81.9000,0.1760,0.6430,0.0000,0.8306,0.4610,0.6424,0.4540,0.2280,0.3570,1.0000,0.5253
195,87662222dffffff,10.7097,-74.3185,7,47268,El Ret�N,Magdalena,7.8000,14.3300,83.4000,77.5000,0.1850,0.5630,0.0000,0.8537,0.4184,0.6664,0.4833,0.2396,0.4370,1.0000,0.5250
196,876622319ffffff,10.7822,-74.3898,7,47268,El Ret�N,Magdalena,8.2600,14.9800,86.4000,74.6000,0.1970,0.5520,0.0000,0.9160,0.3920,0.6544,0.5027,0.2552,0.4480,1.0000,0.5247
197,876622a13ffffff,11.0183,-74.2896,7,47570,Puebloviejo,Magdalena,8.4500,12.6300,99.4000,95.0000,0.1830,0.8180,0.0000,0.9417,0.4874,0.6024,0.3667,0.2370,0.1820,1.0000,0.5240
198,876622070ffffff,10.9811,-74.5469,7,8758,Soledad,Atl�Ntico,8.2900,14.0800,89.3000,76.1000,0.1900,0.3870,0.0140,0.9201,0.4286,0.6428,0.4927,0.2461,0.6130,0.9849,0.5240
199,8766235b3ffffff,10.4902,-74.3195,7,47288,Fundaci�N,Magdalena,7.7400,13.9100,68.9000,76.0000,0.1410,0.3490,0.0000,0.8455,0.4355,0.7244,0.4933,0.1826,0.6510,1.0000,0.5239
200,876622ab2ffffff,11.0267,-74.4254,7,47570,Puebloviejo,Magdalena,8.3700,12.8800,92.8000,87.2000,0.1830,0.5860,0.0140,0.9309,0.4773,0.6288,0.4187,0.2370,0.4140,0.9849,0.5238
201,87662225affffff,10.5522,-74.3137,7,47268,El Ret�N,Magdalena,7.6500,13.4300,85.5000,76.9000,0.1730,0.3790,0.0120,0.8333,0.4550,0.6580,0.4873,0.2241,0.6210,0.9871,0.5237
202,87662202cffffff,11.0480,-74.5796,7,8001,Barranquilla,Atl�Ntico,8.3200,11.7300,81.3000,69.7000,0.0970,0.3180,0.0000,0.9241,0.5239,0.6748,0.5353,0.1256,0.6820,1.0000,0.5236
203,8766235aeffffff,10.4796,-74.2423,7,47288,Fundaci�N,Magdalena,8.1500,14.3100,89.6000,85.1000,0.1770,0.3300,0.0000,0.9011,0.4192,0.6416,0.4327,0.2293,0.6700,1.0000,0.5235
204,876623c98ffffff,10.6135,-74.1518,7,47053,Aracataca,Magdalena,8.0200,13.6700,88.0000,96.6000,0.1890,0.5910,0.0000,0.8835,0.4452,0.6480,0.3560,0.2448,0.4090,1.0000,0.5232
205,876622059ffffff,10.8729,-74.5180,7,47745,Sitionuevo,Magdalena,8.1600,14.8300,74.8000,69.0000,0.1750,0.4070,0.0060,0.9024,0.3981,0.7008,0.5400,0.2267,0.5930,0.9935,0.5231
206,8766222e0ffffff,10.6042,-74.3870,7,47268,El Ret�N,Magdalena,7.7400,12.9700,71.7000,74.2000,0.2090,0.3800,0.0570,0.8455,0.4736,0.7132,0.5053,0.2707,0.6200,0.9387,0.5230
207,87662206dffffff,10.9445,-74.4331,7,47570,Puebloviejo,Magdalena,8.0400,14.5400,92.1000,77.0000,0.1950,0.5430,0.0000,0.8862,0.4099,0.6316,0.4867,0.2526,0.4570,1.0000,0.5226
208,876623c85ffffff,10.6700,-74.1075,7,47980,Zona Bananera,Magdalena,7.5600,13.3900,102.5000,102.9000,0.2370,0.7000,0.0000,0.8211,0.4566,0.5900,0.3140,0.3070,0.3000,1.0000,0.5225
209,876622268ffffff,10.6112,-74.2106,7,47053,Aracataca,Magdalena,8.2700,14.4200,96.6000,90.7000,0.2120,0.5290,0.0000,0.9173,0.4148,0.6136,0.3953,0.2746,0.4710,1.0000,0.5223
210,876622ae8ffffff,10.8996,-74.1837,7,47189,Ci�Naga,Magdalena,8.5600,12.5000,109.9000,102.4000,0.2450,0.9300,0.0160,0.9566,0.4927,0.5604,0.3173,0.3174,0.0700,0.9828,0.5219
211,87662234affffff,10.6990,-74.2414,7,47268,El Ret�N,Magdalena,8.0400,11.9800,100.5000,85.4000,0.1520,0.6510,0.0000,0.8862,0.5138,0.5980,0.4307,0.1969,0.3490,1.0000,0.5218
212,876622256ffffff,10.6195,-74.3465,7,47268,El Ret�N,Magdalena,8.1900,12.7400,74.2000,76.4000,0.1810,0.3950,0.0480,0.9065,0.4830,0.7032,0.4907,0.2345,0.6050,0.9484,0.5216
213,876622354ffffff,10.7715,-74.3127,7,47268,El Ret�N,Magdalena,8.0400,13.5000,96.5000,87.4000,0.1830,0.5960,0.0000,0.8862,0.4521,0.6140,0.4173,0.2370,0.4040,1.0000,0.5214
214,876623585ffffff,10.4719,-74.2626,7,47288,Fundaci�N,Magdalena,8.4100,13.6200,76.1000,84.0000,0.1910,0.3230,0.0380,0.9363,0.4472,0.6956,0.4400,0.2474,0.6770,0.9591,0.5213
215,876623406ffffff,10.3861,-74.1729,7,47288,Fundaci�N,Magdalena,7.4000,14.6500,89.4000,96.3000,0.2120,0.3020,0.0000,0.7995,0.4054,0.6424,0.3580,0.2746,0.6980,1.0000,0.5211
216,87662232dffffff,10.8539,-74.3050,7,47570,Puebloviejo,Magdalena,8.4500,14.2800,94.4000,87.4000,0.2040,0.7090,0.0000,0.9417,0.4205,0.6224,0.4173,0.2642,0.2910,1.0000,0.5209
217,876622aa4ffffff,11.0571,-74.3445,7,47570,Puebloviejo,Magdalena,8.1300,11.9400,110.5000,94.5000,0.1760,0.6820,0.0000,0.8984,0.5154,0.5580,0.3700,0.2280,0.3180,1.0000,0.5208
218,87662206cffffff,10.9575,-74.4515,7,47570,Puebloviejo,Magdalena,8.2700,11.9000,86.2000,78.0000,0.1190,0.5510,0.0000,0.9173,0.5170,0.6552,0.4800,0.1541,0.4490,1.0000,0.5206
219,8766223a5ffffff,10.8470,-74.4814,7,47570,Puebloviejo,Magdalena,7.9500,13.7200,68.5000,72.5000,0.1300,0.4000,0.0000,0.8740,0.4432,0.7260,0.5167,0.1684,0.6000,1.0000,0.5206
220,876622323ffffff,10.8722,-74.3619,7,47570,Puebloviejo,Magdalena,7.7900,12.4800,85.1000,86.0000,0.1690,0.6170,0.0190,0.8523,0.4935,0.6596,0.4267,0.2189,0.3830,0.9796,0.5199
221,876622af1ffffff,10.9308,-74.2588,7,47570,Puebloviejo,Magdalena,7.8700,14.0100,98.0000,95.6000,0.2260,0.8160,0.0000,0.8631,0.4314,0.6080,0.3627,0.2927,0.1840,1.0000,0.5192
222,876622212ffffff,10.6897,-74.4767,7,47268,El Ret�N,Magdalena,7.5900,14.0200,66.6000,64.1000,0.1310,0.3520,0.0000,0.8252,0.4310,0.7336,0.5727,0.1697,0.6480,1.0000,0.5192
223,876623501ffffff,10.5049,-74.1228,7,47288,Fundaci�N,Magdalena,7.5500,14.6400,103.8000,99.7000,0.2610,0.4360,0.0000,0.8198,0.4058,0.5848,0.3353,0.3381,0.5640,1.0000,0.5190
224,8766220e9ffffff,10.8705,-74.5769,7,47745,Sitionuevo,Magdalena,8.4000,14.3700,69.0000,61.2000,0.1450,0.3610,0.0100,0.9350,0.4168,0.7240,0.5920,0.1878,0.6390,0.9892,0.5190
225,876622ac2ffffff,10.8897,-74.2626,7,47570,Puebloviejo,Magdalena,7.8100,13.5000,99.8000,92.5000,0.2060,0.8080,0.0000,0.8550,0.4521,0.6008,0.3833,0.2668,0.1920,1.0000,0.5188
226,87662226effffff,10.6242,-74.2289,7,47268,El Ret�N,Magdalena,8.0200,13.6600,87.8000,95.9000,0.1940,0.5580,0.0060,0.8835,0.4456,0.6488,0.3607,0.2513,0.4420,0.9935,0.5188
227,876622381ffffff,10.7775,-74.5075,7,47745,Sitionuevo,Magdalena,8.3500,12.9200,64.6000,64.8000,0.1560,0.3680,0.0470,0.9282,0.4756,0.7416,0.5680,0.2021,0.6320,0.9495,0.5187
228,876622005ffffff,11.0328,-74.6201,7,8001,Barranquilla,Atl�Ntico,8.5800,13.5500,89.7000,71.0000,0.1860,0.3130,0.0350,0.9593,0.4501,0.6412,0.5267,0.2409,0.6870,0.9624,0.5186
229,8766223b1ffffff,10.8240,-74.5422,7,47745,Sitionuevo,Magdalena,8.1000,14.6600,73.0000,61.1000,0.1420,0.3670,0.0000,0.8943,0.4050,0.7080,0.5927,0.1839,0.6330,1.0000,0.5185
230,876622aa3ffffff,11.0161,-74.3484,7,47570,Puebloviejo,Magdalena,8.2100,13.2400,106.2000,90.5000,0.1950,0.7140,0.0000,0.9092,0.4627,0.5752,0.3967,0.2526,0.2860,1.0000,0.5184
231,876622a8dffffff,10.9491,-74.3156,7,47570,Puebloviejo,Magdalena,8.3500,12.3600,107.7000,91.1000,0.1740,0.7580,0.0000,0.9282,0.4984,0.5692,0.3927,0.2254,0.2420,1.0000,0.5184
232,876622352ffffff,10.7433,-74.3349,7,47268,El Ret�N,Magdalena,7.8900,13.1600,85.0000,80.3000,0.1790,0.5820,0.0220,0.8659,0.4659,0.6600,0.4647,0.2319,0.4180,0.9763,0.5183
233,876623532ffffff,10.5569,-74.1961,7,47053,Aracataca,Magdalena,7.8100,14.6800,85.4000,85.5000,0.2440,0.4620,0.0270,0.8550,0.4042,0.6584,0.4300,0.3161,0.5380,0.9710,0.5181
234,876622275ffffff,10.6631,-74.2838,7,47268,El Ret�N,Magdalena,8.0400,14.5000,87.3000,76.8000,0.1790,0.5650,0.0000,0.8862,0.4115,0.6508,0.4880,0.2319,0.4350,1.0000,0.5181
235,876622246ffffff,10.6218,-74.2877,7,47268,El Ret�N,Magdalena,7.5000,13.5000,86.5000,77.7000,0.1820,0.5010,0.0140,0.8130,0.4521,0.6540,0.4820,0.2358,0.4990,0.9849,0.5179
236,87662205affffff,10.8782,-74.5566,7,47745,Sitionuevo,Magdalena,8.1500,14.5300,71.9000,69.6000,0.1410,0.3650,0.0000,0.9011,0.4103,0.7124,0.5360,0.1826,0.6350,1.0000,0.5177
237,876622140ffffff,11.0785,-74.4986,7,47570,Puebloviejo,Magdalena,8.1800,15.1700,94.0000,83.4000,0.2070,0.4550,0.0000,0.9051,0.3843,0.6240,0.4440,0.2681,0.5450,1.0000,0.5177
238,876622214ffffff,10.7180,-74.4545,7,47268,El Ret�N,Magdalena,7.9100,13.0500,64.1000,69.5000,0.1280,0.4320,0.0160,0.8686,0.4704,0.7436,0.5367,0.1658,0.5680,0.9828,0.5176
239,876622a94ffffff,11.0062,-74.4273,7,47570,Puebloviejo,Magdalena,8.5800,12.3900,86.2000,81.9000,0.1490,0.5560,0.0180,0.9593,0.4972,0.6552,0.4540,0.1930,0.4440,0.9806,0.5172
